"ensembl","symbol","direction","program_rank","baseMean","log2FoldChange","stat","pvalue","padj"
"ENSG00000089199","CHGB","down_in_WHO_II_vs_I",75,78.7181026514099,-2.34404759036526,-5.46794429121169,4.55284916693756e-08,5.12922049764562e-06
"ENSG00000164161","HHIP","down_in_WHO_II_vs_I",76,528.239033159763,-2.74894469984933,-5.45395177940011,4.92625658576927e-08,5.50306511005238e-06
"ENSG00000102290","PCDH11X","down_in_WHO_II_vs_I",77,19.3962272469228,-3.37324322360676,-5.44581105807979,5.1569855470429e-08,5.66519470364983e-06
"ENSG00000168004","PLAAT5","down_in_WHO_II_vs_I",78,119.365387731568,-2.0125989258142,-5.43312139687963,5.53767058256881e-08,6.03332628286047e-06
"ENSG00000166960","CCDC178","down_in_WHO_II_vs_I",79,24.6492232481671,-2.51016964714016,-5.42199200581066,5.89385187114089e-08,6.3689685015696e-06
"ENSG00000196090","PTPRT","down_in_WHO_II_vs_I",80,8.62752426432211,-3.07160629701088,-5.41570303578859,6.10483522009933e-08,6.51557613904894e-06
"ENSG00000196188","CTSE","down_in_WHO_II_vs_I",81,63.559955062319,-3.3203789886525,-5.39809562107711,6.73519706404381e-08,7.02024969569134e-06
"ENSG00000156219","ART3","down_in_WHO_II_vs_I",82,30.7503626247997,-1.60172099068414,-5.39706611801362,6.77394305283181e-08,7.03294675779303e-06
"ENSG00000038295","TLL1","down_in_WHO_II_vs_I",83,324.99040763267,-2.34390999617869,-5.39086166127642,7.01206408789953e-08,7.18089815649238e-06
"ENSG00000112182","BACH2","down_in_WHO_II_vs_I",84,465.656054234947,-1.33516577562698,-5.39049402925217,7.02642504136071e-08,7.18089815649238e-06
"ENSG00000134532","SOX5","down_in_WHO_II_vs_I",85,28.4942532753098,-1.51879444874027,-5.38777184950202,7.13365268324137e-08,7.23614769305806e-06
"ENSG00000139220","PPFIA2","down_in_WHO_II_vs_I",86,102.371428787438,-1.97125670356515,-5.38294657901266,7.32762906668595e-08,7.32071620907587e-06
"ENSG00000100003","SEC14L2","down_in_WHO_II_vs_I",87,686.113940589433,-1.43334551751268,-5.37530803904386,7.64518643258724e-08,7.60925980461456e-06
"ENSG00000205362","MT1A","down_in_WHO_II_vs_I",88,39.1903401522539,-2.46752563568174,-5.37084558883982,7.83682924351777e-08,7.76378058354531e-06
"ENSG00000095587","TLL2","down_in_WHO_II_vs_I",89,114.008930677542,-1.82296053749094,-5.33534253865177,9.53643555188283e-08,8.99694041439257e-06
"ENSG00000117298","ECE1","down_in_WHO_II_vs_I",90,4487.13318257182,-1.25982077674181,-5.33601680819105,9.50105982920236e-08,8.99694041439257e-06
"ENSG00000079689","SCGN","down_in_WHO_II_vs_I",91,34.0517632938842,-2.1697839878831,-5.32910240987612,9.86993341606204e-08,9.26618748901569e-06
"ENSG00000158055","GRHL3","down_in_WHO_II_vs_I",92,88.0757192789145,-2.28702055936049,-5.31961258933123,1.03988444934235e-07,9.64048530822984e-06
"ENSG00000261520","DLGAP1-AS5","down_in_WHO_II_vs_I",93,23.503547739325,-3.89121631503284,-5.31266532713884,1.08033337412728e-07,9.86269864828271e-06
"ENSG00000133116","KL","down_in_WHO_II_vs_I",94,54.4998134497572,-1.21774391861279,-5.29967799295026,1.160070945372e-07,1.03759723914607e-05
"ENSG00000117595","IRF6","down_in_WHO_II_vs_I",95,47.4506369522936,-1.82474263134064,-5.28404581935363,1.26361624686257e-07,1.11143654935835e-05
"ENSG00000134594","RAB33A","down_in_WHO_II_vs_I",96,18.0295629076933,-1.35768933824988,-5.27764085451275,1.30857612648215e-07,1.14717062743758e-05
"ENSG00000125384","PTGER2","down_in_WHO_II_vs_I",97,306.65020733791,-1.70868463864998,-5.26925668829486,1.36977304271179e-07,1.1890079116654e-05
"ENSG00000237153","ENSG00000237153","down_in_WHO_II_vs_I",98,36.4818529260047,-2.06894650870107,-5.26944115902431,1.36839726274263e-07,1.1890079116654e-05
"ENSG00000214814","FER1L6","down_in_WHO_II_vs_I",99,29.9751809190745,-2.8429675379959,-5.26171385685552,1.42718759000824e-07,1.23077496565043e-05
"ENSG00000145808","ADAMTS19","down_in_WHO_II_vs_I",100,43.9895570710711,-2.6484444441995,-5.25978502070996,1.44223916885222e-07,1.23971694790138e-05
