"ensembl","symbol","direction","program_rank","baseMean","log2FoldChange","stat","pvalue","padj","scrna_grade_rho","scrna_grade_p","scrna_grade_fdr","scrna_mean_count_tumor","scrna_mean_count_other","scrna_pct_tumor","scrna_pct_other","scrna_tumor_specificity_log2","aligned_scrna_grade","recovered_GSE16581","recovered_GSE74385","discovery_strength","internal_evidence_score"
"ENSG00000091622","PITPNM3","down_in_WHO_II_vs_I",26,379.722115882782,-1.97781893697457,-6.36974738052094,1.89339798145355e-10,7.71195562445887e-08,-0.658311615427326,0.00556093093728412,0.0215655614397116,0.0184614526541824,0.00215881970058581,0.0172204637673076,0.00209372965936212,1.22700610987359,TRUE,TRUE,TRUE,0.874371859296482,6.74874371859296
"ENSG00000109339","MAPK10","down_in_WHO_II_vs_I",30,950.805536040135,-1.02102529399407,-6.22490256879093,4.81855359790648e-10,1.44967280118834e-07,-0.830878737917985,6.70022424070622e-05,0.00106533565427229,0.28560871202086,0.0232262963766544,0.21424487917788,0.0213278368409633,3.15329139369484,TRUE,TRUE,TRUE,0.85427135678392,6.70854271356784
"ENSG00000143194","MAEL","down_in_WHO_II_vs_I",36,85.2212363138125,-2.74911018182555,-6.08053214611577,1.1978433338597e-09,2.96382264148929e-07,-0.626815804436891,0.00936317949512351,0.0323640334722748,0.00860326003597473,0.000705142113256672,0.00803156852629084,0.000694293773052723,0.794330485852249,TRUE,TRUE,TRUE,0.824120603015075,6.64824120603015
"ENSG00000183347","GBP6","down_in_WHO_II_vs_I",40,14.55720783737,-2.448701383315,-6.02108753377393,1.73249027395646e-09,3.95247162977625e-07,-0.734034038821943,0.00120674970792126,0.00737973859844156,0.00260747103197289,0.000379691907138208,0.00249592146910774,0.000292905185506617,0.281125074153417,TRUE,TRUE,TRUE,0.804020100502513,6.60804020100503
"ENSG00000160870","CYP3A7","down_in_WHO_II_vs_I",41,57.3355695760507,-3.77144545376328,-6.01402209157739,1.80975830999009e-09,4.05033020125147e-07,-0.705468061066683,0.00226534979277286,0.0112559567828401,0.00206366691300528,3.25450206118464e-05,0.00117127041008408,3.25450206118464e-05,0.279259793551251,TRUE,TRUE,TRUE,0.798994974874372,6.59798994974874
"ENSG00000123975","CKS2","up_in_WHO_II_vs_I",43,118.829127351682,1.12340705003604,5.44898198874015,5.06589426608752e-08,5.58831461227779e-06,0.830878737917985,6.70022424070621e-05,0.00106533565427229,1.03296289582665,0.828227381210675,0.276182773958755,0.343143848991104,0.315274279963932,TRUE,TRUE,TRUE,0.78894472361809,6.57788944723618
"ENSG00000183856","IQGAP3","up_in_WHO_II_vs_I",46,128.825766240996,1.29799362650059,5.3698921770476,7.87837316051664e-08,7.76378058354531e-06,0.798921863382678,0.000205553125629137,0.00233449621250234,0.0423470028026828,0.00415491429811239,0.024526960134975,0.00372098068995444,1.88608290248082,TRUE,TRUE,TRUE,0.773869346733668,6.54773869346734
"ENSG00000172348","RCAN2","down_in_WHO_II_vs_I",50,975.024342506723,-1.3208570870253,-5.79849017437249,6.69146228778175e-09,1.1249904668985e-06,-0.645528865613203,0.00691699725418977,0.024995512804913,0.0765090564301351,0.034107181601215,0.0632346584491822,0.0218811021913647,0.971837596212708,TRUE,TRUE,TRUE,0.753768844221105,6.50753768844221
"ENSG00000121743","GJA3","up_in_WHO_II_vs_I",51,182.936451205919,2.35393323287143,5.31516570781491,1.06560309292292e-07,9.80937121885782e-06,0.588006491449651,0.0165922799092094,0.0517288726581234,0.0115593234519012,0.000705142113256672,0.0105832647768312,0.000672597092644825,1.01187290524107,TRUE,TRUE,TRUE,0.748743718592965,6.49748743718593
"ENSG00000186732","MPPED1","down_in_WHO_II_vs_I",53,527.591429715131,-1.93271806276011,-5.77386194701074,7.74749212632244e-09,1.24312032754174e-06,-0.536875492193159,0.0320085466616472,0.0892869985824896,0.0395164326449796,0.000976350618355392,0.034998675348941,0.000943805597743545,2.17432119893732,TRUE,TRUE,TRUE,0.738693467336683,6.47738693467337
"ENSG00000134343","ANO3","down_in_WHO_II_vs_I",54,119.701580208602,-2.60942697806214,-5.76817272747993,8.01356509014907e-09,1.27041398659699e-06,-0.694161558544025,0.00285121321405944,0.0133336147363368,0.00294211972056834,0.000238663484486874,0.00278873907162876,0.000238663484486874,0.339648064830928,TRUE,TRUE,TRUE,0.733668341708543,6.46733668341709
"ENSG00000125355","TMEM255A","up_in_WHO_II_vs_I",54,40.756500448642,1.83537790596488,5.25903184655971,1.4481581101017e-07,1.24077624482015e-05,0.779747738661493,0.000368091219180568,0.0034427355205712,0.00889607763849575,0.00388370579301367,0.00808734330772341,0.003601648947711,0.444694098749783,TRUE,TRUE,TRUE,0.733668341708543,6.46733668341709
